id,Case Number,Date,Year,Type,Country,Area,Location,Fatal,original_order,Latitude,Longitude
35,1961.04.03,03--Apr--61,1961,Unprovoked,AUSTRALIA,Victoria,Flinders Island,N,2394,-38.473312,145.0187057
36,1961.04.00,Apr--61,1961,Provoked,AUSTRALIA,Western Australia,Rottnest Island,N,2393,-32.0070095,115.5205270906
37,1961.03.30,30--Mar--61,1961,Unprovoked,AUSTRALIA,South Australia,Glenelg Breakwater,N,2392,-34.7830806,138.48056865
38,1961.03.18,18--Mar--61,1961,Unprovoked,AUSTRALIA,Victoria,Lady Beach at Warrnambool,N,2391,-34.911945,138.49545251
39,1961.03.14,14--Mar--61,1961,Provoked,AUSTRALIA,Western Australia,Shark Bay,N,2390,-25.52149,113.6167
40,1961.03.12,12--Mar--61,1961,Unprovoked,AUSTRALIA,South Australia,Aldinga Beach,N,2389,-35.279293,138.4604028
41,1961.02.17.a,17--Feb--61,1961,Unprovoked,AUSTRALIA,Victoria,Mount Martha Beach,N,2384,-38.256547,145.024814
42,1961.02.01.a,01--Feb--61,1961,Unprovoked,AUSTRALIA,Western Australia,Carnac Island,N,2380,-32.121607,115.6625347608
43,1961.01.15,15--Jan--61,1961,Provoked,AUSTRALIA,New South Wales,Cook Island,N,2376,-28.19538185,153.5777904251
44,1961.01.06.a,06--Jan--61,1961,Provoked,AUSTRALIA,Northern Territory,"Stokes Hill Wharf, Darwin",N,2373,-12.4702113,130.8496215689
45,1961.01.02.R,Reported 02--Jan--1961,1961,Boat,AUSTRALIA,Tasmania,Off Tasman Island,N,2369,-23.94564089,151.34958757
46,1961.00.00.e,1961,1961,Boat,AUSTRALIA,New South Wales,South coast,N,2368,-35.31376452,149.13642861
47,1960.12.27.a.,27--Dec--60,1960,Unprovoked,AUSTRALIA,New South Wales,"Bondi Beach, Sydney", N,2362,-33.8906977,151.2724119
48,1960.12.20,20--Dec--60,1960,Unprovoked,AUSTRALIA,Queensland,"College’s Crossing, 54 miles above mouth of the Brisbane River", N,2360,-29.04180257,152.01244029
49,1960.12.01,01--Dec--60,1960,Unprovoked,AUSTRALIA,Queensland,"Colledge's Crossing, Brisbane River",N,2359,-27.59628911,152.8907197
50,1960.11.27,27--Nov--60,1960,Unprovoked,AUSTRALIA,Queensland,"Black’s Beach, 9 miles north of Mackay", N,2358,-34.9723073,138.51776501
51,1960.11.11,11--Nov--60,1960,Provoked,AUSTRALIA,Queensland,"Scott’s Point, Redcliffe Peninsula", N,2356,-35.21574855,143.44662666
52,1960.11.06,06--Nov--60,1960,Unprovoked,AUSTRALIA,Western Australia,Hamelin Bay, N,2355,-34.2202758,115.0313474
53,1960.10.02,01--Oct--60,1960,Invalid,AUSTRALIA,New South Wales,North Head,NULL,2349,-33.2815666,151.5791457
54,1960.09.18,18--Sep--60,1960,Boat,AUSTRALIA,Western Australia,Frenchman Bay,N,2341,-35.0797772,117.9568368
55,1960.04.22,22--Apr--60,1960,Provoked,AUSTRALIA,Western Australia,Rottnest Island,N,2308,-32.0070095,115.5205270906
56,1960.04.12,12--Apr--60,1960,Unprovoked,AUSTRALIA,New South Wales,"Horseshoe Bay, near Kempsey",N,2305,-30.88312835,153.040037149
57,1960.04.10,10--Apr--60,1960,Provoked,AUSTRALIA,Western Australia,Off Rottnest Island,N,2304,-31.94967961,115.86193337
58,1960.04.03.b,03--Apr--60,1960,Unprovoked,AUSTRALIA,Victoria,"Canadian Bay near Mount Eliza, 30 miles from Melbourne",N,2303,-38.175285,145.082569
59,1960.04.03.a,03--Apr--60,1960,Unprovoked,AUSTRALIA,New South Wales,Off Broughton Island near Port Stephens,N,2302,-35.31376452,149.13642861
60,1960.04.01,01--Apr--60,1960,Provoked,AUSTRALIA,South Australia,Hog Bay,N,2301,-34.7826275,138.48206723
61,1960.02.29,29--Feb--60,1960,Unprovoked,AUSTRALIA,Tasmania,Ralph Bay,N,2295,-42.9009655,147.4494501
62,1960.02.10.,10--Feb--60,1960,Provoked,AUSTRALIA,New South Wales,Near Bondi Beach,N,2290,-33.8906977,151.2724119
63,1960.02.07,07--Feb--60,1960,Provoked,AUSTRALIA,New South Wales,Wattamolla National Park,N,2289,-34.1406728,151.1183417
64,1960.01.21,21--Jan--60,1960,Boat,AUSTRALIA,South Australia,Millicent,N,2285,-37.5949379,140.3526512
65,1960.01.16,16--Jan--60,1960,Unprovoked,AUSTRALIA,New South Wales,"Just below Roseville Bridge, opposite Killarney picnic reserve, Middle Harbor, Sydney",Y,2284,-35.31376452,149.13642861
66,1960.01.13,13--Jan--60,1960,Provoked,AUSTRALIA,Western Australia,Geraldton,N,2283,-28.77035,114.6147159
100,1956.08.15.b,15--Aug--56,1956,Provoked,AUSTRALIA,Queensland,Near Southport,N,2067,-27.9687807,153.4066696
101,1956.06.28,28--Jun--56,1956,Unprovoked,AUSTRALIA,Torres Strait,"Fishman's Island (near Port Moresby, PNG) ",N,2054,-10.58325428,142.21634123
102,1956.05.00,May--56,1956,Unprovoked,AUSTRALIA,Torres Strait,NULL,N,2049,-10.416667,142.166667
103,1956.03.11,11--Mar--56,1956,Unprovoked,AUSTRALIA,New South Wales,"Cronulla, near Sydney",N,2047,-34.0575259,151.1523851
104,1956.03.04,04--Mar--56,1956,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay",Y,2046,-38.170838,145.134524
105,1956.03.00.b,Mar--56,1956,Unprovoked,AUSTRALIA,Western Australia,Fremantle,N,2045,-32.0558714,115.7461693
106,1956.02.26,26--Feb--56,1956,Unprovoked,AUSTRALIA,Queensland,Pioneer River near Mackay,Y,2044,-23.96461352,151.33255113
107,1956.02.10.R,Reported 10--Feb--1956,1956,Unprovoked,AUSTRALIA,Victoria,Cowes,N,2043,-38.4502447,145.2389787
108,1956.01.16.R,Reported 16--Jan--1956,1956,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,N,2042,-10.58325428,142.21634123
109,1956.01.05,05--Jan--56,1956,Unprovoked,AUSTRALIA,New South Wales,North Bondi,N,2040,-33.882351,151.2768611
110,1955.12.31,Reported 31--Dec--1955,1955,Boating,AUSTRALIA,Tasmania,NULL,N,2031,-42.14220555,146.6723517878
111,1955.10.16,16--Oct--55,1955,Provoked,AUSTRALIA,Queensland,"Tully, North Queensland",N,2027,-17.9329498,145.9272624
112,1955.08.00.a,Aug--55,1955,Boating,AUSTRALIA,South Australia,Port Augusta,N,2015,-32.4908819,137.7639874
113,1955.03.09,09--Mar--55,1955,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Y,2005,-33.431813,151.4427676
114,1955.03.00.a,Mar--55,1955,Provoked,AUSTRALIA,Western Australia,Woodman’s Point,N,2003,-31.94967961,115.86193337
115,1955.02.05,05--Feb--55,1955,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Y,2000,-35.31376452,149.13642861
116,1955.02.01.,01--Feb--55,1955,Boating,AUSTRALIA,New South Wales,Parramatta River,N,1998,-33.826842,151.097077349
117,1955.02.00,Feb--55,1955,Boating,AUSTRALIA,New South Wales,Coff’s Harbor,N,1997,-35.31376452,149.13642861
118,1955.01.17,17--Jan--55,1955,Unprovoked,AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Y,1996,-28.17088728,153.46197927
119,1954.12.11,11--Dec--54,1954,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Y,1987,-38.2725073,144.6136725
120,1954.09.04,04--Sep--54,1954,Unprovoked,AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait",Y,1977,-10.58325428,142.21634123
121,1954.06.27,27--Jun--54,1954,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,N,1964,-34.8968952,138.5922848
122,1954.02.27,27--Feb--54,1954,Unprovoked,AUSTRALIA,New South Wales,"The Entrance, near Gosford",Y,1958,-35.31470776,149.13304392
123,1954.01.30,30--Jan--54,1954,Unprovoked,AUSTRALIA,New South Wales,Avoca Beach,N,1957,-33.465,151.4344444
124,1954.01.22.b,22--Jan--54,1954,Unprovoked,AUSTRALIA,Torres Strait,Naghir Island,N,1956,-10.58325428,142.21634123
125,1953.12.13,13--Dec--53,1953,Unprovoked,AUSTRALIA,Queensland,Palm Beach,N,1944,-28.1194259,153.4702686
126,1953.12.00,Dec--53,1953,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,N,1943,-33.9496372,151.2567007458
127,1953.10.00,Oct--53,1953,Provoked,AUSTRALIA,New South Wales,"Boat Harbour, north of Cronulla",N,1942,-37.81571553,144.97003273
128,1953.06.00,Jun--53,1953,Provoked,AUSTRALIA,Queensland,NULL,N,1927,-21.9182856,144.4588889
129,1953.04.07,07--Apr--53,1953,Boating,AUSTRALIA,New South Wales,1.5 miles off shore,N,1926,-35.31376452,149.13642861
130,1953.03.22,Mar--53,1953,Unprovoked,AUSTRALIA,New South Wales,"Long Reef, Collaroy",N,1922,-33.7423583,151.3180564
131,1953.03.19.R,Reported 19--Mar--1953,1953,Unprovoked,AUSTRALIA,South Australia,"Schnapper Rock, Kirton Point",N,1921,-34.7826275,138.48206723
132,1953.02.15,15--Feb--53,1953,Unprovoked,AUSTRALIA,New South Wales,Cave at Shell Harbour,N,1917,-35.31376452,149.13642861
167,1949.08.28.b,28--Aug--49,1949,Unprovoked,AUSTRALIA,Queensland,Yorkey’s Knob Beach near Cairns,N,1802,-16.8233039,145.68952523
168,1949.08.28.a,28--Aug--49,1949,Unprovoked,AUSTRALIA,Queensland,Yorkey’s Knob Beach near Cairns,Y,1801,-16.8233039,145.68952523
169,1949.08.16,16--Aug--49,1949,Unprovoked,AUSTRALIA,Tasmania,Flinders Island,N,1799,-39.9967646,148.0896630723
170,1949.05.16,16--May--49,1949,Unprovoked,AUSTRALIA,Western Australia,Broome,N,1792,-17.9566909,122.2240181
171,1949.05.13,13--May--49,1949,Provoked,AUSTRALIA,New South Wales,Nelson's Bay,N,1791,-32.72246493,152.15563578
172,1949.04.18,18--Apr--49,1949,Provoked,AUSTRALIA,Queensland,"Nerang River, Southpot",N,1790,-27.99638534,153.33205009
173,1949.04.17,17--Apr--49,1949,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",Y,1789,-34.92614298,138.4994011
174,1949.03.00,Mar--1949 or Apr--1949,1949,Boating,AUSTRALIA,South Australia,18 miles south of Port Augusta,UNKNOWN,1787,-34.78330489,138.48130476
175,1949.01.23,23--Jan--49,1949,Unprovoked,AUSTRALIA,New South Wales,"Bar Beach, Newcastle ",Y,1786,-32.938888,151.7683089
176,1949.01.14,14--Jan--49,1949,Invalid,AUSTRALIA,New South Wales,Off North Bondi,NULL,1785,-35.31376452,149.13642861
177,1949.01.13,13--Jan--49,1949,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",N,1784,-33.6769931,151.3029577
178,1949.01.05,05--Jan--49,1949,Invalid,AUSTRALIA,Western Australia,"Leighton Beach, North Fremantle",NULL,1783,-32.0214924,115.7511327006
179,1948.12.27,27--Dec--48,1948,Unprovoked,AUSTRALIA,Western Australia,Lancelin Island,Y,1775,-31.00633695,115.3165091132
180,1948.12.26,26--Dec--48,1948,Unprovoked,AUSTRALIA,Queensland,"King’s Beach, Caloundra",Y,1774,-26.80463215,153.1408585073
181,1948.12.10,10--Dec--48,1948,Unprovoked,AUSTRALIA,Queensland,Rib Reef off Townsville,N,1771,-33.74139075,151.30928083
182,1948.11.18, 18--Nov--1948,1948,Unprovoked,AUSTRALIA,Torres Strait,"Saibai Island, 80 miles north of Cape York",N,1769,-15.46817975,145.24956616
183,1948.02.12,12--Feb--48,1948,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",Y,1751,-32.84415485,151.8657144707
184,1948.01.25,25--Jan--48,1948,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",N,1750,-33.6769931,151.3029577
185,1947.12.21,21--Dec--47,1947,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",N,1745,-35.31362598,149.13355442
186,1947.11.23,23--Nov--47,1947,Boating,AUSTRALIA,South Australia,3 miles out to sea off Glenelg,N,1742,-34.20011859,142.12131372
187,1947.11.14.b,14--Nov--47,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",N,1741,-28.17088728,153.46197927
188,1947.11.14.a,14--Nov--47,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",N,1740,-28.15740315,153.48001418
189,1947.11.08.b,08--Nov--47,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",Y,1739,-31.38757853,152.86082185
190,1947.11.08.a,08--Nov--47,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",N,1738,-31.38757853,152.86082185
191,1947.11.00,Nov--47,1947,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,Y,1737,-27.2397819,153.2539994
192,1947.10.28,28--Oct--47,1947,Unprovoked,AUSTRALIA,Northern Territory,"Mornington Island, Gulf of Carpentaria",N,1736,-16.6647531,139.17920751
193,1947.07.24.R,Reported 24--Jul--1947,1947,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,N,1732,-12.359564,130.881772
194,1947.06.16,16--Jun--47,1947,Boating,AUSTRALIA,New South Wales,Coogee,N,1728,-33.9217004,151.2557975
195,1947.04.06,06--Apr--47,1947,Unprovoked,AUSTRALIA,New South Wales,Palm Beach,N,1724,-33.6005473,151.3231536
196,1947.02.23,23--Feb--47,1947,Boating,AUSTRALIA,Queensland,Palm Beach,N,1720,-28.1194259,153.4702686
197,1947.01.14,14--Jan--47,1947,Boating,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",N,1717,-35.31376452,149.13642861
231,1940.03.20,20--Mar--40,1940,Unprovoked,AUSTRALIA,New South Wales,Gerringong,N,1537,-34.7461982,150.8278546
232,1940.02.20,20--Feb--40,1940,Boating,AUSTRALIA,New South Wales,Sydney Harbour,N,1535,-33.84345305,151.268026141
233,1940.02.04,04--Feb--40,1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Y,1534,-33.8730891,151.26359348
234,1940.01.29,29--Jan--40,1940,Unprovoked,AUSTRALIA,Queensland,Brisbane River,N,1533,-27.1609698,152.5361974
235,1940.01.23,23--Jan--40,1940,Unprovoked,AUSTRALIA,New South Wales,"North Brighton, Botany Bay",Y,1532,-33.8730891,151.26359348
236,1940.01.15,15--Jan--40,1940,Unprovoked,AUSTRALIA,Queensland,"Surfers Paradise, near Southport",N,1531,-28.00686716,153.42852468
237,1940.01.01,01--Jan--40,1940,Unprovoked,AUSTRALIA,Queensland,"Malagil, Barrier Reef",N,1529,-28.04730075,153.41595101
238,1939.12.28,28--Dec--39,1939,Invalid,AUSTRALIA,New South Wales,"Cabramatta Creek, George’s River ",NULL,1522,-28.17088728,153.46197927
239,1939.12.14,14--Dec--39,1939,Unprovoked,AUSTRALIA,Queensland,"Rubbish Dump Creek, Mackay",Y,1521,-35.10520058,138.75511805
240,1939.11.23,23--Nov--39,1939,Boating,AUSTRALIA,New South Wales,Wollongong,N,1520,-34.4243941,150.89385
241,1939.11.11,11--Nov--39,1939,Provoked,AUSTRALIA,New South Wales,Maroubra,N,1519,-33.9453441,151.2456824
242,1939.11.09,09--Nov--39,1939,Boating,AUSTRALIA,New South Wales,Wollongong,UNKNOWN,1518,-34.4243941,150.89385
243,1939.11.06,06--Nov--39,1939,Boating,AUSTRALIA,New South Wales,Wollongong,UNKNOWN,1517,-34.4243941,150.89385
244,1939.10.25.R,Reported 25--Oct--1939,1939,Unprovoked,AUSTRALIA,Queensland,Near Restoration Rock off Portland Roads ,N,1515,-12.77301153,143.31193066
245,1939.09.27.R,Reported 27--Sep--1939,1939,Unprovoked,AUSTRALIA,Torres Strait ,Near Mabuiag Island,N,1513,-10.58325428,142.21634123
246,1939.01.12,12--Jan--39,1939,Unprovoked,AUSTRALIA,New South Wales,Clarence River,N,1503,-29.4123401,153.3280342
247,1938.12.27,27--Dec--38,1938,Unprovoked,AUSTRALIA,New South Wales,"North Beach, Belligen River",Y,1497,-28.17088728,153.46197927
248,1938.10.05,05--Oct--38,1938,Provoked,AUSTRALIA,Queensland,Between Wynnum & St. Helena Island,N,1496,-41.31939902,148.24840053
249,1938.07.12,12--Jul--38,1938,Unprovoked,AUSTRALIA,Torres Strait,Off Bathurst Island,Y,1490,-10.58325428,142.21634123
250,1938.06.08,08--Jun--38,1938,Unprovoked,AUSTRALIA,New South Wales,Manly,N,1488,-33.8038504,151.2908235
251,1938.03.08,08--Mar--38,1938,Unprovoked,AUSTRALIA,Northern Territory,Liverpool River,N,1483,-12.39513165,134.0471758049
252,1938.01.21,21--Jan--38,1938,Provoked,AUSTRALIA,New South Wales,Tweed Heads,N,1482,-28.181708,153.5469621
253,1938.01.14,14--Jan--38,1938,Invalid,AUSTRALIA,New South Wales,"Lady Martin’s Beach, Sydney Harbor",NULL,1480,-28.17088728,153.46197927
254,1938.01.02,02--Jan--38,1938,Unprovoked,AUSTRALIA,New South Wales,Cronulla,N,1479,-34.0575259,151.1523851
255,1938.00.00.b,1938,1938,Unprovoked,AUSTRALIA,Torres Strait,NULL,N,1475,-10.416667,142.166667
256,1937.11.11,11--Nov--37,1937,Unprovoked,AUSTRALIA,Torres Strait ,Ota Reef,Y,1472,-10.58325428,142.21634123
257,1937.10.27.b,27--Oct--37,1937,Unprovoked,AUSTRALIA,Queensland ,"Kirra Beach, Coolangatta",Y,1470,-28.1700833,153.521714313
258,1937.10.27.a,27--Oct--37,1937,Unprovoked,AUSTRALIA,Queensland,"Kirra Beach, Coolangatta",Y,1469,-28.1700833,153.521714313
259,1937.10.24.c,24--Oct--37,1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,N,1468,-28.6483333,153.6177778
260,1937.10.24.a,24--Oct--37,1937,Unprovoked,AUSTRALIA,New South Wales,Byron Bay ,N,1467,-28.6483333,153.6177778
261,1937.08.31,31--Aug--37,1937,Unprovoked,AUSTRALIA,Torres Strait,"Mabuiag Island, between New Guinea & Australia",N,1462,-9.95490267,142.1815507
262,1937.07.16.R,Reported 16--Jul--1937,1937,Unprovoked,AUSTRALIA,Northern Territory,Elcho Island,Y,1459,-11.9136184,135.8022439624
296,1935.11.13,13--Nov--35,1935,Unprovoked,AUSTRALIA,Torres Strait,Barrier Reef near Innisfail,N,1410,-16.52109303,145.47190351
297,1935.08.26,26--Aug--35,1935,Unprovoked,AUSTRALIA,Queensland,"At Flat Top, near Mackay",Y,1407,-19.24072507,146.79925943
298,1935.08.13,13--Aug--35,1935,Unprovoked,AUSTRALIA,Torres Strait,"Near Warrior Reefs, Queensland",Y,1405,-10.58325428,142.21634123
299,1935.06.00.b,Jun--35,1935,Boating,AUSTRALIA,South Australia,Off Port Broughton,N,1398,-33.81740221,137.82293576
300,1935.05.12,12--May--35,1935,Unprovoked,AUSTRALIA,Torres Strait,On edge of reef near Warrior Island,N,1395,-10.58325428,142.21634123
301,1935.04.25,25--Apr--35,1935,Invalid,AUSTRALIA,New South Wales,Coogee,NULL,1394,-33.9217004,151.2557975
302,1935.03.30,30--Mar--35,1935,Unprovoked,AUSTRALIA,Queensland,Barrier Reef off Mackay,N,1391,-28.04730075,153.41595101
303,1935.03.20,20--Mar--35,1935,Unprovoked,AUSTRALIA,Torres Strait,Three Mile Reef off Lizard Island 50 miles north of Cooktown,N,1389,-37.95765842,145.17093359
304,1935.03.13,13--Mar--35,1935,Provoked,AUSTRALIA,Queensland,Pimpana River,N,1388,-27.81190341,153.32833615
305,1935.03.11,11--Mar--35,1935,Unprovoked,AUSTRALIA,New South Wales,Newcastle,N,1387,-32.9272881,151.7812534
306,1935.03.09,09--Mar--35,1935,Unprovoked,AUSTRALIA,New South Wales,Maroubra Beach,Y,1386,-33.9496372,151.2567007458
307,1935.03.02,02--Mar--35,1935,Unprovoked,AUSTRALIA,New South Wales,North Narrabeen Beach,Y,1385,-33.70754715,151.3042934179
308,1935.02.14,14--Feb--35,1935,Unprovoked,AUSTRALIA,New South Wales,Austinmer,N,1384,-34.3062151,150.9342132
309,1935.01.24.b,24--Jan--35,1935,Unprovoked,AUSTRALIA,New South Wales,"Off Ben Buckler, near Sydney",N,1383,-35.31376452,149.13642861
310,1935.01.24.a,24--Jan--35,1935,Boating,AUSTRALIA,Queensland,"Ross River, Townsville",N,1382,-19.27595851,146.82921477
311,1935.01.17,17--Jan--35,1935,Invalid,AUSTRALIA,Queensland,"Seaforth River, near MacKay",NULL,1380,-20.9018203,148.9611341
312,1934.12.31.b,31--Dec--34,1934,Unprovoked,AUSTRALIA,New South Wales,George’s River at Kentucky,N,1379,-35.31376452,149.13642861
313,1934.12.31.a,31--Dec--34,1934,Unprovoked,AUSTRALIA,New South Wales," St. George’s River at Moorebank, near Milperra Bridge",Y,1378,-35.31376452,149.13642861
314,1934.12.23.b,23--Dec--34,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy  on the Brisbane Waters,Y,1377,-33.46628506,151.31916579
315,1934.12.23.a,23--Oct--34,1934,Unprovoked,AUSTRALIA,New South Wales,Woy Woy on the Brisbane Waters,N,1376,-33.46628506,151.31916579
316,1934.10.09,09--Oct--34,1934,Unprovoked,AUSTRALIA,Northern Territory,"Redcliff, Cobourg Peninsula",Y,1375,-12.4800895,130.97561763
317,1934.10.02,22--Oct--34,1934,Unprovoked,AUSTRALIA,Torres Strait,Warrior Reefs,Y,1373,-10.58325428,142.21634123
318,1934.08.26,26--Aug--34,1934,Unprovoked,AUSTRALIA,Queensland,Off Eva Island 20 miles from Cardwell,Y,1369,-27.57571389,153.09322117
319,1934.07.11,11--Jul--34,1934,Boating,AUSTRALIA,New South Wales,Cronulla,N,1366,-34.0575259,151.1523851
320,1934.06.21,  21--Jun--1934,1934,Provoked,AUSTRALIA,New South Wales,Off Mooloolabah,N,1365,-35.31376452,149.13642861
321,1934.04.15,15--Apr--34,1934,Unprovoked,AUSTRALIA,Queensland,"Elephant Rock, Currumbin near Southport",N,1363,-28.13244551,153.49038041
322,1934.04.01.a,01--Apr--34,1934,Unprovoked,AUSTRALIA,New South Wales,North Steyne,Y,1360,-33.7909109,151.2869986
323,1934.03.12,12--Mar--34,1934,Unprovoked,AUSTRALIA,New South Wales,"Dee Why, north of Queenscliff ",Y,1359,-37.81571553,144.97003273
324,1934.03.00,Mar--34,1934,Provoked,AUSTRALIA,New South Wales,Cronulla,N,1358,-34.0575259,151.1523851
325,1934.02.24,24--Feb--34,1934,Unprovoked,AUSTRALIA,Torres Strait,Adolphus Channel,N,1357,-10.58325428,142.21634123
326,1934.01.27,27--Jan--34,1934,Unprovoked,AUSTRALIA,New South Wales,"Lambeth Street Wharf, George’s River, East Hills (20 miles from river mouth)",N,1354,-37.81571553,144.97003273
361,1930.12.02,02--Dec--30,1930,Boating,AUSTRALIA,Victoria,Rosebud,N,1272,-38.3710325,144.9095115
362,1930.12.00,Dec--30,1930,Unprovoked,AUSTRALIA,New South Wales,Parramata River,Y,1271,-35.31376452,149.13642861
363,1930.11.30,30--Nov--30,1930,Unprovoked,AUSTRALIA,Queensland,"St. Helena Island, Moreton Bay",N,1270,-27.73916443,153.40397733
364,1930.08.31,31--Aug--30,1930,Unprovoked,AUSTRALIA,Western Australia,Geraldton,N,1267,-28.77035,114.6147159
365,1930.06.04,04--Jun--30,1930,Unprovoked,AUSTRALIA,Torres Strait,Near Mabuiag Island,Y,1262,-10.58325428,142.21634123
366,1930.02.20,20--Feb--30,1930,Unprovoked,AUSTRALIA,Torres Strait,NULL,N,1256,-10.416667,142.166667
367,1930.02.15,15--Feb--30,1930,Unprovoked,AUSTRALIA,Victoria,"Middle Brighton, Port Phillip",Y,1255,-38.170838,145.134524
368,1930.02.03.R,Reported 03--Feb--1930,1930,Provoked,AUSTRALIA,Western Australia,Onslow,N,1254,-21.6382467,115.1134438
369,1929.12.26,26--Dec--29,1929,Unprovoked,AUSTRALIA,New South Wales,"White Bay, near Bald Rock Jetty, Sydney Harbor ",Y,1248,-35.31376452,149.13642861
370,1929.12.21,21--Dec--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,N,1247,-10.58325428,142.21634123
371,1929.12.16,16--Dec--29,1929,Unprovoked,AUSTRALIA,New South Wales,Collaroy,N,1246,-33.7382194,151.2996618
372,1929.12.13,13--Dec--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Thursday Island,N,1245,-10.58325428,142.21634123
373,1929.12.03.R,Reported 03--Dec--1929,1929,Unprovoked,AUSTRALIA,Queensland,Townsville,Y,1243,-19.2569391,146.8239537
374,1929.10.20,20--Oct--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Badu Island,N,1240,-23.992438,134.050443
375,1929.09.01,01--Sep--29,1929,Unprovoked,AUSTRALIA,Queensland,"Ross River, Townsville",Y,1238,-19.312664,146.739176
376,1929.05.31,31--May--29,1929,Unprovoked,AUSTRALIA,Torres Strait,NULL,N,1233,-10.416667,142.166667
377,1929.04.26.R,Reported 26--Apr--1929,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,N,1232,-16.35,145.9
378,1929.04.17.R,Reported 17--Apr--1929,1929,Unprovoked,AUSTRALIA,Queensland,Great Barrier Reef,N,1231,-16.35,145.9
379,1929.04.11,11--Apr--29,1929,Provoked,AUSTRALIA,Queensland,"Bribie Passage, Caloundra",N,1230,-26.799526,153.126497
380,1929.04.09,09--Apr--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Y,1229,-23.992438,134.050443
381,1929.04.04,04--Apr--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Badu Island,Y,1228,-23.992438,134.050443
382,1929.03.12,12--Mar--29,1929,Unprovoked,AUSTRALIA,Torres Strait,Near Dauan Island,Y,1226,-23.992438,134.050443
383,1929.03.04.b,04--Mar--29,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,N,1225,-34.424675,137.915867
384,1929.03.04.a,04--Mar--29,1929,Unprovoked,AUSTRALIA,South Australia,Ardrossan,N,1224,-34.424675,137.915867
385,1929.02.18,18--Feb--29,1929,Unprovoked,AUSTRALIA,New South Wales,Maroubra Bay,Y,1223,-33.9455221,151.253571
386,1929.02.09,09--Feb--29,1929,Boating,AUSTRALIA,Western Australia,Glenelg,N,1222,-15.6438808,124.8415208
387,1929.02.08,08--Feb--29,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Y,1221,-33.8930556,151.2633333
388,1929.01.27,27--Jan--29,1929,Unprovoked,AUSTRALIA,Queensland,"Alma Bay, Magnetic Island, Townsville",Y,1220,-19.148319,146.869046
389,1929.01.12,12--Jan--29,1929,Unprovoked,AUSTRALIA,New South Wales,Bondi,Y,1218,-33.8930556,151.2633333
390,1929.00.00.e.R,Reported 1929,1929,Invalid,AUSTRALIA,New South Wales,Sydney Harbor,NULL,1215,-33.83893835,151.2105662989
391,1929.00.00.d,Ca. 1929,1929,Provoked,AUSTRALIA,South Australia,Ardrossan,N,1214,-34.424675,137.915867
392,1929.00.00.b,1929,1929,Unprovoked,AUSTRALIA,New South Wales,"Garden Island, Sydney",N,1212,-33.8581058,151.2299574
393,1928.12.21,21--Dec--28,1928,Unprovoked,AUSTRALIA,NULL,NULL,N,1210,-24.7761086,134.755
394,1928.07.11,11--Jul--28,1928,Unprovoked,AUSTRALIA,NULL,NULL,N,1203,-24.7761086,134.755
395,1928.04.14.R,Reported 14--Apr--1928,1928,Unprovoked,AUSTRALIA,Queensland,"Barrow Point, 100 miles north of Cooktown, Queensland",N,1199,-14.367,144.65
